"기준_년분기_코드","자치구_코드","자치구_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20212","11290","성북구","4408","51861","36624","10843","2258","544","12000","25851","17435","25257","17304","3445","838","61","186100766"
"20212","11260","중랑구","3894","51524","26172","5382","736","53","9440","33209","22882","14136","3606","492","102","54","160234494"
"20212","11230","동대문구","2727","34127","28579","9551","810","139","6571","13357","12477","19128","13419","6958","1296","58","200809155"
"20212","11215","광진구","4554","37675","24426","3100","2391","1095","5372","22188","12069","4394","6869","8987","8808","55","205010694"
"20212","11200","성동구","2088","27662","28394","9106","1475","258","3028","5779","4428","7957","13705","13220","18778","61","302518487"
"20212","11170","용산구","3327","22051","14358","7950","4447","4284","934","6818","6636","4232","4804","4388","25278","71","457642448"
"20212","11140","중구","1183","13399","8498","3791","1091","496","2701","6740","2896","2429","4294","3641","4574","62","229319868"
"20212","11110","종로구","2461","16568","9382","2765","1597","1139","4976","8660","4392","3549","2901","2513","4460","71","234399288"
"20211","11740","강동구","4836","55198","42903","10527","1922","461","6011","23874","16292","19059","16041","12724","17010","57","241615444"
"20211","11710","송파구","9441","90763","64007","19765","9722","2461","5715","35743","29531","16974","15207","14990","68558","56","289969021"
"20211","11680","강남구","5606","68953","45499","22439","13274","8509","815","19541","17799","8494","7245","7265","97515","72","557171127"
"20211","11650","서초구","5085","41985","40549","19234","12152","9435","670","11572","12089","8862","6666","7530","75966","81","542748152"
"20211","11620","관악구","5893","57628","27713","7452","585","29","14393","33218","18383","16782","9756","865","10","55","162549763"
"20211","11590","동작구","4812","43548","34883","10470","2019","387","5279","22517","13204","9131","14404","14362","12410","59","231525251"
"20211","11560","영등포구","2293","35208","32700","8049","5057","1175","5871","11789","7680","17893","14808","7150","16998","61","263258763"
"20211","11545","금천구","2562","32889","15908","3134","284","15","6115","24483","14302","4184","2221","879","46","55","149895742"
"20211","11530","구로구","4657","62892","39743","7043","1662","508","12641","33270","28249","22450","10681","2727","1830","57","161726614"
"20211","11500","강서구","8339","116197","47353","10016","3035","488","23374","66484","21136","22318","19637","12979","11161","54","172821680"
"20211","11470","양천구","5836","68370","42377","12095","4148","916","20034","33920","18542","8694","10628","9722","26366","56","201858093"
"20211","11440","마포구","5023","55218","31149","9128","2138","368","7837","22103","14897","9841","13245","11384","18694","54","232239667"
"20211","11410","서대문구","4337","38499","26407","6850","1092","498","9865","20485","11051","13361","8988","4811","4785","60","183347922"
"20211","11380","은평구","9575","75987","38762","6974","2320","925","18939","55366","19528","14696","11637","4498","304","56","158713151"
"20211","11350","노원구","3204","109235","47570","9939","2311","13","20163","40934","60361","33404","10283","3504","419","59","191339180"
"20211","11320","도봉구","3858","52738","34199","4054","1846","318","14882","33967","25551","12835","5059","861","","56","139271590"
"20211","11305","강북구","5153","50237","17917","3894","278","42","17961","30591","10094","10189","2978","543","12","53","130784103"
"20211","11290","성북구","4408","51861","36624","10843","2258","544","12000","25851","17435","25257","17304","3445","838","61","186100766"
"20211","11260","중랑구","3894","51524","26172","5382","736","53","9440","33209","22882","14136","3606","492","102","54","160234494"
"20211","11230","동대문구","2727","34127","28579","9551","810","139","6571","13357","12477","19128","13419","6958","1296","58","200809155"
"20211","11215","광진구","4554","37675","24426","3100","2391","1095","5372","22188","12069","4394","6869","8987","8808","55","205010694"
"20211","11200","성동구","2088","27662","28394","9106","1475","258","3028","5779","4428","7957","13705","13220","18778","61","302518487"
"20211","11170","용산구","3327","22051","14358","7950","4447","4284","934","6818","6636","4232","4804","4388","25278","71","457642448"
"20211","11140","중구","1183","13399","8498","3791","1091","496","2701","6740","2896","2429","4294","3641","4574","62","229319868"
"20211","11110","종로구","2461","16568","9382","2765","1597","1139","4976","8660","4392","3549","2901","2513","4460","71","234399288"
