"기준_년분기_코드","행정동_코드","행정동_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20261","11530510","신도림동","35977","17321","18656","6560","4183","5844","6488","5387","7515","3327","1918","2724","3130","2651","3571","3233","2265","3120","3358","2736","3944","14249","0","14249"
"20261","11500641","방화3동","21991","10634","11357","2422","1964","3367","3227","3271","7740","1255","1011","1720","1638","1625","3385","1167","953","1647","1589","1646","4355","11216","0","11216"
"20261","11500640","방화2동","22596","11171","11425","2247","3015","3725","3014","3425","7170","1196","1443","1977","1576","1789","3190","1051","1572","1748","1438","1636","3980","12052","0","12052"
"20261","11500630","방화1동","41828","20397","21431","7374","4497","5808","7134","6376","10639","3681","2218","2826","3561","3204","4907","3693","2279","2982","3573","3172","5732","17118","0","17118"
"20261","11500620","공항동","29436","14868","14568","5076","3657","4857","5192","4101","6553","2565","1882","2527","2788","2080","3026","2511","1775","2330","2404","2021","3527","13691","0","13691"
"20261","11500615","우장산동","43709","20877","22832","8547","5208","5251","8190","7110","9403","4204","2384","2553","3812","3546","4378","4343","2824","2698","4378","3564","5025","16799","0","16799"
"20261","11500611","발산1동","35643","16815","18828","7192","4277","3772","6448","6052","7902","3577","2108","1789","3013","2922","3406","3615","2169","1983","3435","3130","4496","13557","0","13557"
"20261","11500605","가양3동","14189","6504","7685","1059","1248","2945","1794","1889","5254","537","564","1429","938","914","2122","522","684","1516","856","975","3132","7735","0","7735"
"20261","11500604","가양2동","13460","6313","7147","815","1307","2213","1362","1635","6128","434","570","1093","677","784","2755","381","737","1120","685","851","3373","8004","0","8004"
"20261","11500603","가양1동","33880","15206","18674","3024","7788","8937","4444","4089","5598","1562","2560","4210","2239","2005","2630","1462","5228","4727","2205","2084","2968","20930","0","20930"
"20261","11500593","화곡8동","23468","11313","12155","2351","3535","3798","3576","3586","6622","1204","1690","2003","1867","1684","2865","1147","1845","1795","1709","1902","3757","11692","0","11692"
"20261","11500591","화곡6동","24357","11645","12712","2370","4127","4399","3369","3688","6404","1244","1810","2169","1757","1755","2910","1126","2317","2230","1612","1933","3494","12808","0","12808"
"20261","11500590","화곡본동","32956","15959","16997","3601","5536","6108","5100","4798","7813","1889","2518","3225","2627","2316","3384","1712","3018","2883","2473","2482","4429","17412","0","17412"
"20261","11500570","화곡4동","19720","9668","10052","2041","2499","2933","3042","3276","5929","1090","1274","1541","1580","1568","2615","951","1225","1392","1462","1708","3314","9641","0","9641"
"20261","11500560","화곡3동","21093","10044","11049","2563","2979","3092","3065","3165","6229","1353","1342","1515","1497","1486","2851","1210","1637","1577","1568","1679","3378","9685","0","9685"
"20261","11500550","화곡2동","17041","8180","8861","2091","2333","2600","2758","2777","4482","1053","1136","1390","1368","1307","1926","1038","1197","1210","1390","1470","2556","8150","0","8150"
"20261","11500540","화곡1동","50743","24632","26111","4171","8918","10251","7286","7176","12941","2107","3937","5501","3794","3489","5804","2064","4981","4750","3492","3687","7137","28118","0","28118"
"20261","11500535","등촌3동","29390","13848","15542","3050","3235","4582","3612","4479","10432","1562","1614","2308","1779","2022","4563","1488","1621","2274","1833","2457","5869","15092","0","15092"
"20261","11500530","등촌2동","19312","9398","9914","2375","2697","3298","2778","2997","5167","1313","1328","1653","1373","1366","2365","1062","1369","1645","1405","1631","2802","8505","0","8505"
"20261","11500520","등촌1동","24933","11521","13412","2379","4735","6640","3456","3071","4652","1282","1883","3074","1772","1444","2066","1097","2852","3566","1684","1627","2586","14262","0","14262"
"20261","11500510","염창동","41250","19807","21443","7769","5314","7231","7299","6159","7478","3977","2438","3285","3558","3052","3497","3792","2876","3946","3741","3107","3981","16592","0","16592"
"20261","11470680","신정7동","28275","13546","14729","4859","2968","2931","4625","4979","7913","2510","1529","1444","2189","2445","3429","2349","1439","1487","2436","2534","4484","11507","0","11507"
"20261","11470670","신정6동","23959","11598","12361","5302","2631","2449","4474","4245","4858","2727","1336","1137","1998","2058","2342","2575","1295","1312","2476","2187","2516","8185","0","8185"
"20261","11470650","신정4동","31687","15407","16280","3158","4945","4794","4564","5229","8997","1622","2327","2520","2311","2538","4089","1536","2618","2274","2253","2691","4908","16216","0","16216"
"20261","11470640","신정3동","49523","23946","25577","8452","6003","5992","7797","8974","12305","4327","3061","2973","3729","4325","5531","4125","2942","3019","4068","4649","6774","19703","0","19703"
"20261","11470630","신정2동","18773","9207","9566","3948","2123","1564","3465","3405","4268","2034","1087","737","1561","1781","2007","1914","1036","827","1904","1624","2261","6828","0","6828"
"20261","11470620","신정1동","19716","9582","10134","4413","2061","1765","3859","3370","4248","2279","1053","814","1774","1702","1960","2134","1008","951","2085","1668","2288","6958","0","6958"
"20261","11470611","신월7동","18588","9029","9559","1852","2130","2501","2418","3218","6469","961","1092","1338","1272","1561","2805","891","1038","1163","1146","1657","3664","8930","0","8930"
"20261","11470610","신월6동","13867","6764","7103","2649","1421","2209","2369","2064","3155","1333","712","1050","1222","997","1450","1316","709","1159","1147","1067","1705","5367","0","5367"
"20261","11470600","신월5동","13979","6915","7064","1821","1815","1906","2083","2344","4010","958","900","1031","1043","1134","1849","863","915","875","1040","1210","2161","6352","0","6352"
"20261","11470590","신월4동","17445","8478","8967","2650","1940","2047","2818","2796","5194","1353","1035","1017","1420","1316","2337","1297","905","1030","1398","1480","2857","6839","0","6839"
"20261","11470580","신월3동","14261","7502","6759","1565","1685","1854","1910","2539","4708","840","892","1002","1044","1408","2316","725","793","852","866","1131","2392","7693","0","7693"
"20261","11470570","신월2동","20779","10130","10649","2995","2437","2722","3270","3235","6120","1500","1246","1358","1669","1584","2773","1495","1191","1364","1601","1651","3347","8702","0","8702"
"20261","11470560","신월1동","19365","9957","9408","1836","2238","2462","2677","3485","6667","951","1132","1379","1480","1803","3212","885","1106","1083","1197","1682","3455","10008","0","10008"
"20261","11470550","목5동","40702","20159","20543","10213","3947","3450","8541","6786","7765","5574","2006","1555","3792","3495","3737","4639","1941","1895","4749","3291","4028","13447","0","13447"
"20261","11470540","목4동","24428","11899","12529","3976","3730","2695","3867","4890","5270","2049","1953","1381","1723","2424","2369","1927","1777","1314","2144","2466","2901","9964","0","9964"
"20261","11470530","목3동","21206","10060","11146","2379","3090","3786","2997","3368","5586","1265","1485","1845","1444","1519","2502","1114","1605","1941","1553","1849","3084","10074","0","10074"
"20261","11470520","목2동","28816","13924","14892","3551","4299","5100","4253","4698","6915","1877","2069","2568","2067","2174","3169","1674","2230","2532","2186","2524","3746","13299","0","13299"
"20261","11470510","목1동","30276","14544","15732","7467","2982","2754","6476","5153","5444","3731","1465","1184","2933","2662","2569","3736","1517","1570","3543","2491","2875","10349","0","10349"
"20261","11440740","상암동","29662","13937","15725","5608","4228","3533","5087","5046","6160","2865","1834","1629","2369","2534","2706","2743","2394","1904","2718","2512","3454","12700","0","12700"
"20261","11440730","성산2동","38537","17159","21378","4756","6487","6726","5575","5968","9025","2416","2439","3011","2635","2891","3767","2340","4048","3715","2940","3077","5258","19332","0","19332"
"20261","11440720","성산1동","18543","8632","9911","1968","3017","3275","2964","2958","4361","931","1402","1584","1404","1444","1867","1037","1615","1691","1560","1514","2494","9475","0","9475"
"20261","11440710","연남동","14202","6690","7512","1131","2880","2925","2106","1935","3225","567","1312","1448","1055","911","1397","564","1568","1477","1051","1024","1828","8339","0","8339"
"20261","11440700","망원2동","17917","8341","9576","2213","2552","2870","2842","2916","4524","1135","1123","1346","1365","1413","1959","1078","1429","1524","1477","1503","2565","8348","0","8348"
"20261","11440690","망원1동","19151","8899","10252","1831","3093","3611","2937","2888","4791","909","1404","1717","1425","1403","2041","922","1689","1894","1512","1485","2750","10174","0","10174"
"20261","11440680","합정동","16310","7512","8798","1356","3011","3574","2448","2205","3716","668","1309","1701","1195","1002","1637","688","1702","1873","1253","1203","2079","9188","0","9188"
"20261","11440660","서교동","24037","10999","13038","1635","5914","5368","3403","3103","4614","801","2535","2555","1610","1482","2016","834","3379","2813","1793","1621","2598","15244","0","15244"
"20261","11440655","서강동","24556","11694","12862","3262","4707","4051","3790","3723","5023","1689","2198","1925","1859","1775","2248","1573","2509","2126","1931","1948","2775","12147","0","12147"
"20261","11440630","신수동","22046","10753","11293","3231","3303","3353","3486","3769","4904","1676","1715","1632","1655","1871","2204","1555","1588","1721","1831","1898","2700","9989","0","9989"
"20261","11440610","염리동","16719","7963","8756","2922","2412","2746","3054","2505","3080","1465","1091","1321","1477","1269","1340","1457","1321","1425","1577","1236","1740","7762","0","7762"
"20261","11440600","대흥동","14719","7124","7595","1471","3656","2555","2017","2108","2912","764","1618","1311","1011","1077","1343","707","2038","1244","1006","1031","1569","8823","0","8823"
"20261","11440590","용강동","21098","9951","11147","3985","1997","3386","4218","3157","4355","1980","909","1533","1990","1605","1934","2005","1088","1853","2228","1552","2421","9236","0","9236"
"20261","11440585","도화동","20443","9697","10746","2696","2579","3498","2876","3292","5502","1398","1207","1717","1414","1534","2427","1298","1372","1781","1462","1758","3075","9219","0","9219"
"20261","11440565","공덕동","36426","16993","19433","4002","5749","6487","4980","6129","9079","2074","2349","3100","2501","2951","4018","1928","3400","3387","2479","3178","5061","18559","0","18559"
"20261","11440555","아현동","28335","13175","15160","4932","3170","5561","4986","4207","5479","2368","1350","2486","2506","2003","2462","2564","1820","3075","2480","2204","3017","11924","0","11924"
"20261","11410720","북가좌2동","30673","14859","15814","3326","4272","4121","4325","5190","9439","1717","2125","2161","2184","2476","4196","1609","2147","1960","2141","2714","5243","14579","0","14579"
"20261","11410710","북가좌1동","17563","8389","9174","3067","1862","2117","2988","3001","4528","1608","899","980","1408","1495","1999","1459","963","1137","1580","1506","2529","6782","0","6782"
"20261","11410700","남가좌2동","29083","14033","15050","4681","4083","4081","4720","4487","7031","2367","1986","1979","2379","2203","3119","2314","2097","2102","2341","2284","3912","13349","0","13349"
"20261","11410690","남가좌1동","16699","7994","8705","3810","1559","2235","3430","2364","3301","1914","728","970","1742","1171","1469","1896","831","1265","1688","1193","1832","6161","0","6161"
