"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20233","11","서울시","CS100007","치킨전문점","144223959180","4734823","103845918273","40378040907","17830938774","19586487531","20440480002","21397543669","24590468297","24129263561","16248777346","10677119778","540400307","5618219555","8688178533","63002373128","55697667879","80507622347","47025148367","1043189884","19224559957","27001465359","31025973769","31407299183","17829843027","3333880","1400943","558670","636546","657342","686144","795178","807518","593425","254199","32077","291232","369108","2264657","1523550","2671951","1791328","53975","708959","923020","1047866","1078038","651546"
"20233","11","서울시","CS100006","패스트푸드점","176436545407","14539200","121996447788","54440097619","23084223047","23864620185","24271397838","24825415209","25950791509","29621973751","24818123868","4187057932","11953607865","53370234906","30082350105","61843583063","14999711536","82523693431","74038411046","2962378835","36661349401","41550813675","34843108969","27462655893","13081797704","10317569","4221631","2029240","2017305","2063947","2067067","2140010","2318567","1903064","518719","1348117","4093884","2464226","4687778","1426476","7317516","6604459","342580","3677559","3880686","2838602","2157987","1024450"
"20233","11","서울시","CS100005","제과점","270876854595","26289577","193189566344","77687288251","36931496993","36697515589","39992040847","38707133768","40861379147","43826104251","33861184000","363867998","49235107444","68457019266","61180327362","76310652839","15329879686","97965724817","146236835044","1869036549","34627190027","54994161226","61575296670","51578971262","39558076234","19098521","7191056","3775909","3703364","3950410","3790516","3878322","4022293","3168763","31306","5355762","6132545","5604518","7529151","1636295","9834076","15390766","272428","4063761","5825090","5988990","5109481","3965106"
"20233","11","서울시","CS100004","양식음식점","355706125677","8712651","239582296609","116123829068","40289841697","46347414963","48787065750","49511158610","54646815589","68852479415","47271349653","17490181565","2917345740","105664120784","48228556507","126837486247","54568434834","141803236781","144687248270","3125269853","70829847490","89278839725","59197240735","42980857303","21078263007","6093357","2619294","1104791","1184836","1251809","1225248","1326673","1511864","1107430","241352","165093","3410956","1336651","2897102","661497","3529850","4312258","142283","2215177","2354299","1554542","1101513","474144"
"20233","11","서울시","CS100003","일식음식점","297663924024","7466275","225631638423","72032285601","41482857657","43648827764","46567705887","45551137910","48381109205","45934431560","26097854041","9626316056","706382463","92860881309","24530825758","112075890301","57863628137","130935383669","96502311353","2653559093","55033250822","67416784852","45047267038","35869965068","21416172329","5816375","1649900","1133758","1131081","1202505","1151055","1197976","998905","650995","124507","37226","3412523","814747","2477446","599826","3358654","3187917","144534","1838415","1858642","1226827","981358","496753"
"20233","11","서울시","CS100002","중식음식점","290857823163","9169898","209753356585","81104466578","38073933789","40924594241","43349296323","43010326289","44395205943","44831222643","36273243935","5769543669","2502087810","106971130377","34115421031","110787102265","30712538011","138785097334","89176317638","2315854672","37171553882","56209396860","52396492439","47971173342","31896943854","6849799","2320099","1264608","1351938","1434342","1386989","1411922","1262011","1058088","129069","107953","4262762","1300561","2905371","464182","4868663","3279455","157400","1481560","1907959","1849616","1653147","1098432"
"20233","11","서울시","CS100001","한식음식점","3815149710083","103364771","2780609314909","1034540395174","522387915217","541306258294","564385091960","557494543437","595035506001","609940306372","424600088802","129270514170","76509145489","1065007804915","357679063705","1581945522467","604737659337","1889040842887","1165265120713","14896593837","452246715221","698548410803","638919195574","675771495977","573923288070","78840317","24524454","15720145","15516695","16129222","15488774","15985481","14148367","10376087","2708218","3466293","42830993","11769182","33095818","9494267","55479629","36587787","702338","14354707","20492184","18903655","20230548","17383789"
"20232","11","서울시","CS300043","전자상거래업","41333593331","794551","29520601370","11812991961","5062980890","6280211341","5045690726","6670956169","6460762244","7172336448","4640655513","255684085","2494709673","11602997266","13033202813","11393925688","2553073806","18365833397","18033476016","326467833","7609724088","11452911805","8243074467","4270319275","4496811953","530757","263794","90037","87172","96428","115030","142090","160751","103043","5201","21663","196481","262766","269547","38893","345767","417712","12190","216592","201638","167976","108431","56652"
"20232","11","서울시","CS300036","조명용품","419147880167","3753412","386726182404","32421697763","70434530703","69971890339","92787493980","69858988935","83673278447","27599765948","4821931815","278931547","104689063314","116723760547","150652412495","46553011187","250701077","230444664887","100164692917","4135669","8063477970","37833218163","79062184026","126872722658","78773605598","3245049","508363","677333","620738","684075","622011","640892","423764","84599","3109","943694","1112926","1213697","477601","2385","2110209","836773","878","95850","340233","525422","932374","1052229"
"20232","11","서울시","CS300035","인테리어","58141520118","915817","48849864345","9291655773","8802388668","11267581511","9514163444","9270774896","9994955826","8019910292","1271745481","105744097","15952474287","16395051118","16896366730","8712336585","79547301","28400152231","15192399435","122040497","1651242157","4849352601","8370956380","11803156845","16796333334","751916","163901","161816","143632","140771","149986","155711","130507","33394","2180","248581","268947","254660","139938","1511","493046","284199","5388","33681","94374","132984","217963","292903"
"20232","11","서울시","CS300033","철물점","50244979087","1416413","42780031672","7464947415","9562453211","8251638697","9057764442","8770788087","7137387235","6510640864","954306551","55730173","14383515911","13852871586","14823244796","7030890762","98725859","23885078441","14014604434","6846427","1488945053","4497745962","6691061403","10822040030","14392834191","1186124","230289","249583","230329","240211","235268","230733","179184","51105","1652","398887","401074","403580","209199","2021","745355","349142","1004","55988","166109","231339","295716","344294"
"20232","11","서울시","CS300032","가전제품","279032875291","631551","177903510627","101129364664","47935569950","31616078004","28409790230","30852328728","39089743715","53526821129","47602543535","1940737","16282709490","73693533624","108067829332","79689550787","1297311321","144965842781","128458854975","84267126","14543832491","55670666249","70296686191","64135695985","68693549709","402656","228895","94991","75851","74451","76589","80774","117973","110922","295","43178","166936","223855","193203","4084","348443","266295","1595","39062","117525","134065","150363","172137"
"20232","11","서울시","CS300031","가구","171365313385","436166","124546784508","46818528877","21944639402","26864216306","25731455084","20898091625","29108382091","27437348104","19381180773","268853380","14288867176","45873990923","70525411377","40261911649","146278880","68611568179","89485868953","76299","5393566860","29730711164","39389759137","39468629767","44114693904","356778","79388","68640","69633","75174","68225","75106","51865","27523","97","62086","163679","144673","65241","390","174428","198525","6","35946","72923","83110","85716","95259"
"20232","11","서울시","CS300029","애완동물","13216370989","341715","9430229905","3786141084","1778089372","1861391696","2066157070","1750727297","1973864470","2138724039","1647417045","29762092","499242956","3167428109","4603998279","4423851700","492087853","4964008755","7001141209","52023942","1579209700","2342092376","2568975360","2727396426","2695452159","244782","96933","53947","47105","47188","45520","51022","52840","44093","1736","17727","76998","104695","125478","15081","129580","208793","2183","38118","58676","59952","92081","87351"
"20232","11","서울시","CS300028","화초","84480106817","2055117","63057784685","21422322132","14788813737","10804993449","11849384025","11842998083","13771595391","12133451145","9288870987","535669659","14281192477","23446571231","25796269946","19045281992","1375121512","28023079179","35194168897","525676385","7988581487","13511687076","12906637221","14169415106","14115383031","1438060","617057","389617","236036","236948","263322","312137","333889","283168","3227","234428","582479","600656","590822","43505","736366","1085171","32581","327523","449240","354865","343670","313716"
"20232","11","서울시","CS300027","섬유제품","44847401266","496324","35007054342","9840346924","6911960846","5717156889","8157214304","6947949710","7272772593","5204867442","4635479482","163902","3931051214","12197753994","19404979147","9058078486","255374523","14360487418","25013755350","16518281","1149613738","5081510967","7662701352","9678308087","15788142534","386357","109967","74467","67408","73896","81642","88944","67726","42241","6","57260","148992","185312","101950","2804","165383","289519","504","20962","60572","68905","117948","186049"
"20232","11","서울시","CS300026","완구","9911322137","219771","6614173276","3297148861","1486467876","1063168787","1063664178","1027384532","1973487903","1999124367","1298024494","25656173","544671453","2602515336","3423048174","2925034390","390396611","7439311088","2103080383","111094016","1512034048","2189031951","2320839283","1523758662","1885598728","132288","87483","25193","21701","22027","24138","39229","52177","35306","216","11936","47538","75098","76457","8526","136110","80286","6369","57028","46020","41844","29034","36099"
"20232","11","서울시","CS300025","자전거 및 기타운송장비","46714957511","324477","31848087358","14866870153","6645747551","6236801871","5482514159","5855526709","7627497068","9049797422","5817072731","934997","2320890200","12742229514","16541992526","14209737721","899172553","34835034217","9173579098","124848942","2579493214","7797726139","15982784819","10275246348","7248513848","207082","117395","42941","36928","41296","37706","48211","70464","46931","24","23869","84939","115859","98796","990","232413","75533","3825","22021","51254","83458","75352","72024"
"20232","11","서울시","CS300024","운동/경기용품","251511428539","1713146","176664679310","74846749229","33194855683","35952137302","33801230175","36655846476","37060609674","41590385715","33256363514","880333196","20483835359","66734240992","92066314033","66187836221","5158868738","141482447366","80849754529","1120543318","19369569735","41133934331","53261765151","61989839679","45456549695","1068969","644177","207841","205440","196559","211742","247387","352243","291934","17257","133581","450209","578266","484693","49140","1043302","603101","16133","183001","338734","387256","360369","360892"
"20232","11","서울시","CS300022","화장품","337722670435","4516347","283831435966","53891234469","48560774941","60979485701","58963722056","56503126838","58824326430","33618305163","20272929306","2593480334","34887397775","97458577590","106772292861","82817389954","13193531921","115295131217","207740543476","1284496779","36259320613","70463703093","84296817935","77749175438","52988320144","3155124","1361223","614631","600006","604529","627551","708407","790620","570603","42775","236011","1041372","1397641","1562336","236212","1382698","3067254","56810","929978","975455","782933","834113","870791"
"20232","11","서울시","CS300021","문구","314291616482","11186268","286301475084","27990141398","49768269745","55378749502","61847829118","61731393009","57575233710","18599335910","9390805488","15320272","56731972423","96603863647","117417165222","42035885895","1487409023","82801674217","72753365525","1896304659","14022565535","20497219007","41900938204","47919126665","29318885648","9262565","1923703","1829713","1811794","1903335","1880932","1836791","1201579","722124","3240","1377232","3266456","3723847","2687874","127619","4094100","4908919","333574","1570705","1789659","2475290","1689248","1144516"
"20232","11","서울시","CS300020","서적","110176498985","1893199","91603036779","18573462206","19474395264","18959156247","16416743939","20927756576","15824984753","11217490353","7355971853","73801739","12088685539","29506737805","48241992040","18767191799","1498090063","39744433546","51032017810","1429903519","5882112305","13279185586","30268075951","29297102122","10620071874","1343058","550141","267804","273956","264215","275252","261831","260598","289543","276","192080","478077","642116","531808","48842","774345","1045321","76340","204342","292267","624135","438905","183682"
"20232","11","서울시","CS300019","의료기기","257059852108","646949","245067498049","11992354059","37723827791","51748856551","56511060230","43810263193","55273490284","8132037646","3860316413","336408","41965503251","83031662486","107908413884","23559875975","594060104","187496270662","58484570846","461805","2252210961","21365826948","67317133072","72708499876","82336463218","561304","85645","106125","109679","116632","112963","115905","64516","21129","84","118364","237688","234740","55696","377","364846","265709","15","17268","55302","113046","141994","302907"
"20232","11","서울시","CS300018","의약품","1718675255920","85485974","1541357787683","177317468237","300370081534","339921659206","310768336792","283620291853","306677418298","150842328750","26475139487","413571354","401183537220","508007871979","529131107312","271343184765","8595983290","860155558282","772224568587","2972786567","88536889591","243212693364","329751767584","387990113318","579915874468","72936336","12549638","17057974","14012230","13765549","13779110","14321473","10299330","2250308","34928","18103631","22988310","24167311","19404847","786947","39558774","45777504","465444","8623422","16535658","18733665","17776372","23201684"
"20232","11","서울시","CS300017","시계및귀금속","278586728293","757884","217546219324","61040508969","40286813558","40036321061","45704515570","41298041183","50220527952","38745678763","22294830206","594399003","13885297267","92599693048","108547951159","60823683225","2135704591","132128659452","130777259901","431288677","19253548961","51494920103","63659838331","57123934513","70942016822","586411","171473","111236","106855","118144","114652","135524","104689","66784","549","38680","229336","293159","188024","8136","306225","402384","5352","99178","166989","144641","146712","145676"
"20232","11","서울시","CS300016","안경","140335410813","1507446","98569941496","41765469317","21852027312","18949490528","19015903735","18265010568","20487509353","25486664200","16278805117","715664","7036374481","35315848927","44142510831","51635341003","2204619907","64564627806","74355691767","1071456723","21701194511","26522841420","32027984991","33906966512","23689727542","1095351","412095","227547","210166","215125","210920","231593","247523","164572","261","72859","339486","438655","616746","39439","550431","951348","35499","419148","316799","277387","276806","176143"
"20232","11","서울시","CS300015","가방","49397749250","1682698","30492493241","18905256009","5840097108","5738863497","5617295629","5746400089","7549836918","10315524130","8589731879","7259150","1631117421","10841855748","17231026540","17241093415","2445396976","15644108588","32535347884","324897197","10231412129","11304629195","9345844146","8022765782","8950010723","999460","683238","196714","188596","177925","205437","230788","373780","309458","1031","65116","354270","526567","621949","113765","546500","1129497","20720","468918","414766","305420","230655","235525"
"20232","11","서울시","CS300014","신발","126261398015","1522005","89302285645","36959112370","16437997099","19127324713","17660215893","16681786115","19394961825","21028326924","15930785446","932072588","9876266688","39327697415","42426295202","31600600668","2098465454","54878562225","65919446238","610350404","14450976678","21369249237","18880182672","32024257262","33462992211","1030073","491932","205678","195479","197053","198082","233781","273742","218190","2396","92725","414441","530910","442851","38682","593751","880913","13015","209837","246079","211722","307922","486080"
"20232","11","서울시","CS300011","일반의류","1704294741986","24026201","1082606106191","621688635795","206858074263","205002006914","210461059201","210497213311","249787752502","339759785871","281928849924","3574401989","46737267855","439378947441","629243127378","552575697474","32785299849","611795170431","1046800330456","8376700464","180247140523","319260124312","345605905244","400271255835","404832074640","15432113","8594088","2923547","2915110","3030097","3025491","3537868","4588192","4005896","161553","800115","6236799","8428885","7825487","573362","8231080","15664495","192829","3366014","4579057","4870390","5347148","5540117"
"20232","11","서울시","CS300010","반찬가게","816140658315","29197622","689310521884","126830136431","127992417727","139916022785","133440924228","135976044386","151985112758","95140817442","31689318989","144143793173","189452239780","188873044943","173733285095","91033139796","28905155528","345953629874","336173388784","896343803","28761009894","109412903121","147500740787","171803550981","223752470071","24104482","5093140","4635610","4786146","4866808","4915985","4899933","3204152","1888988","1419540","5955863","9227283","6433928","5360266","800742","13414168","13608339","189071","3868722","6249676","5522505","5686906","5505614"
"20232","11","서울시","CS300009","청과상","885274932233","32746740","673228776398","212046155835","133311837395","136760788826","125101308629","136603548770","141451292778","136161800020","75884355815","26588841366","206342049620","253161781980","248148220051","137509594520","13524444696","361516511134","472173214253","208966180","21310547782","62040704806","128533617907","198471357569","423125173328","23361753","9384987","4713669","4533156","4371037","4643779","5100112","5712665","3672322","194096","5159249","9167190","10435107","7319391","471707","13419711","18694420","23313","910118","2697779","4938837","7785045","15759402"
"20232","11","서울시","CS300008","수산물판매","1200822523980","18818147","686055577367","514766946613","116071262712","128963946194","118339560160","133668678530","189012129771","312941771025","201825175588","27985057078","174401759183","264911426576","295732229733","405578382412","32213668998","618958776461","443192347806","246673336","62451539118","190297125212","214042877419","232917674214","362195234969","10995488","7822659","2032249","1980254","1949025","2144892","2889068","4691634","3131025","281597","2528703","4494693","5294082","5817362","401710","9359468","8378570","6363","947093","2727850","3186896","4088572","6781290"
"20232","11","서울시","CS300007","육류판매","697932842297","16123033","518938764686","178994077611","91806201066","100283463049","95930586450","99261033496","131657480625","115978546367","63015531244","9122672723","135818118760","167538777632","193863002984","178895130518","12695139680","294542496425","370353180026","247480028","17399850585","73805427984","114967493327","169088097138","289402040087","11449822","4673211","2213339","2125755","2142294","2278969","2689465","2761208","1912003","95269","2018430","3469102","4606478","5641441","292313","6818272","9021569","14950","595736","1860321","2841577","4317988","6209526"
"20232","11","서울시","CS300006","미곡판매","114649079451","2603698","98058514858","16590564593","20671359423","19901426184","17850550062","17933279956","21701899233","13292809911","3297754682","10055097260","36828946895","25661103629","29481434817","11969778059","652718791","43468670505","59693856462","17351551","1384015350","6302767505","11306865880","22982314121","61169212567","2086871","516827","461030","399074","405589","400600","420578","386346","130481","91119","601858","692531","744242","439076","34872","1098042","1386630","975","55108","187335","316512","577251","1347506"
"20232","11","서울시","CS300004","핸드폰","86826547562","2561008","67526947383","19299600179","15288108713","12837016506","15924548306","12312149571","11165124287","14272820034","5026780145","1728155565","6062811258","21709387883","28614478306","22492510578","6219203972","47992358156","29591518914","961273976","7903290194","14529609600","22537257180","19146099903","12506346216","2115626","445382","407907","414512","450437","405610","437160","292639","152743","38654","409319","745304","644906","602352","120473","1257192","1189505","38245","507968","614858","438979","513191","333448"
"20232","11","서울시","CS300003","컴퓨터및주변장치판매","678548738924","8412411","607803220446","70745518478","117647970233","111625130468","138946457508","107786269905","131797392332","51926973691","18818544787","789802969","80549779183","237458995620","266412327251","91958052527","1379781374","244031374297","131957706187","1443475209","32072061068","71351789417","105690597645","97763080250","67668076894","5877240","2535171","1149393","1112735","1058819","1189876","1366417","1350268","1184903","110389","1248877","2514420","2549487","1632656","356582","3572000","4139283","237147","2421441","1970469","1539755","959275","583186"
"20232","11","서울시","CS300002","편의점","1174209102832","174770904","862837797799","311371305033","166739740312","168159654545","171974576373","173662760027","182301066542","164597664740","146773640293","108710488122","182266164649","173542196822","177507504915","323989664046","208193084278","692006031146","457061636945","18702610324","266634720920","326813215212","246727597028","195157704143","95031820459","130818819","43952085","25263765","25787340","26343030","26459248","26965436","23157577","20794508","14843627","33372759","27977704","26702947","43949193","27924674","105414816","67335528","4419541","44097292","48738266","34601807","27511478","13381937"
"20232","11","서울시","CS300001","슈퍼마켓","1145387155397","109760193","831973589086","313413566311","167135355652","162250063676","162654533225","163387661474","176545975059","169075945740","144337620571","36824382865","160018644542","203315379578","242183303099","373081710740","129963734573","580014607132","514193833182","6982486497","107032727359","197708475736","234976249670","274291083425","273217522173","80649849","29110344","15983000","15938464","15985491","16029880","16713014","15343234","13767110","4174705","17162154","18645103","20363343","35066941","14347947","60676963","47504541","2037412","16895058","24149433","22578636","23122562","19398329"
"20232","11","서울시","CS200037","노래방","113180145575","4453028","74476551406","38703594169","11377716362","14721605965","14954113963","15367591850","18055523266","22291587589","16412006580","42844072364","1465164683","1067866620","3290456984","18664203810","45848381114","82731600003","21728247532","1431093955","14930682679","18905028729","21644984970","30306778903","17240061196","2862601","1590427","518221","521819","532698","560753","729110","890908","699519","770625","36681","208486","474304","1380666","1582266","2607532","1792829","322239","2022155","1017132","413721","430446","194614"
"20232","11","서울시","CS200036","고시원","442520385","1206","362192781","80327604","81465604","117264311","29145519","60092042","74225305","19626808","60700796","0","7363636","89188514","171130779","96829254","78008202","142487985","300032400","0","207367444","60390125","24941743","110113238","39707835","848","358","302","197","64","133","152","187","171","0","16","158","421","204","407","445","761","0","425","277","53","184","267"
"20232","11","서울시","CS200034","여관","60657765449","1297614","39258607270","21399158179","8164119769","7464526500","7343628797","7770498614","8515833590","11234966110","10164192069","15619034622","4237343757","4150846404","7455940684","16459805038","12734794944","38663933105","13282973101","736436780","11428051192","13311712700","11185882082","10080219598","5201531176","831733","465881","162600","162318","162660","166498","177657","241248","224633","281807","67715","121824","186748","356425","283095","906151","326269","21796","390390","325346","195048","192233","107567"
"20232","11","서울시","CS200033","부동산중개업","7451549542","391298","5880774877","1570774665","806444865","1324382419","1162578263","934347439","1653021891","1046818979","523955686","160086594","1689260160","1426157331","2089944691","1577084542","509016224","3940854408","2575184392","447731","816813350","1952219983","1108540639","1909322083","728695013","311469","79829","53742","64768","69642","57212","66105","49173","30656","7931","54047","102560","113976","91351","21433","217770","106474","73","40515","110563","69893","64054","39146"
"20232","11","서울시","CS200032","가전제품수리","13035242536","187580","10792726683","2242515853","2150433876","2045507813","2689069073","1802545874","2105170047","1993486830","249029023","48093563","1880974277","5012378113","3797723950","2153520070","142552563","6394921134","4536332057","42714211","605053843","1745990133","2610886345","2711888184","3216450347","146498","41082","29498","28911","28958","28457","30674","27282","13800","9904","23860","43751","56373","38090","15602","117483","55279","12823","33317","27324","31382","30504","37521"
"20232","11","서울시","CS200031","세탁소","50784636187","2591753","40273711821","10510924366","8783183526","7496491607","9439543468","7180749621","7373743599","9172493329","1338431037","416178399","7579679778","11988332263","13382201573","15949845569","1468398605","21447419225","24157255341","80450862","4692179685","10148299015","11225524229","12392396832","7065798886","1968873","622880","451129","349622","450692","344540","372890","468013","154867","58737","358559","527459","641831","847038","158129","1229064","1297435","11691","426864","604193","559395","598402","325941"
"20232","11","서울시","CS200030","피부관리실","55136867602","269251","43082839125","12054028477","8211906640","8030788955","8465826139","8432706934","9941610457","9427706740","2626321737","377352894","2636934889","13103678643","15308396502","19914644171","3795860503","11963329607","41316429784","99782896","9599341832","16435966526","10686897867","9715789259","6741981023","205007","64244","38568","37750","38783","41918","47988","47453","16791","3314","14051","67605","74049","95400","14832","65912","197582","1842","67861","85461","45319","37856","25170"
"20232","11","서울시","CS200029","네일숍","20186850473","241772","15451614595","4735235878","2784787416","2868534961","2963916856","3264893231","3569482131","3446240561","1288995317","23250081","277277076","5074712467","5951456948","8038568275","821585626","3231765792","16581761632","76128625","3101723614","5753036494","4991750682","3572536682","2317961454","189779","51993","34331","34899","37674","39669","43206","37573","14420","173","4295","60526","71161","96879","8738","36161","203841","1619","53768","73661","50120","37897","22947"
"20232","11","서울시","CS200028","미용실","283083153662","6092555","180606027149","102477126513","29243168418","31120029461","36451387598","36840369867","46951071805","63723355966","38753770547","306650995","9073460584","71990794610","93619572482","102618716469","5473958522","116889836439","162519511685","2046319482","40668384198","64216174913","66395781956","64370209195","41712855111","3997504","2095051","733275","687923","783317","809328","983661","1251145","843906","3373","296829","1597118","1910597","2219702","64936","3403641","2662783","63116","849377","1302810","1389380","1466309","995457"
"20232","11","서울시","CS200026","자동차미용","12956824560","189654","10408729492","2548095068","2282059949","1651424214","2356678006","1720804392","2397762931","1744358490","803736578","2147814","2432460767","3804276685","4208000075","2410285230","99653989","6593134821","2442668526","1561639","291773368","2136760087","2725406258","2328707751","1551594233","143007","46647","33102","23553","28704","23735","33913","29099","17548","87","40207","56079","63261","28659","1361","98583","37962","36","6803","32086","38912","33308","25415"
"20232","11","서울시","CS200025","자동차수리","275896914289","1443301","236482847138","39414067151","47950932745","44787336701","47311592242","47006204483","49426780967","37262158795","2151908356","53171554","44535318995","76154121779","96109511244","58329539030","715251687","175745744126","60629731114","43690931","7754893626","38831769028","57701644562","66553127529","65503378883","1220419","222882","270100","225501","237137","232766","254915","207871","15011","244","297793","417554","484287","241431","1992","941927","317621","251","48113","218266","301784","338187","353065"
"20232","11","서울시","CS200024","스포츠클럽","134999605263","695540","119710981915","15288623348","27660413191","24722969280","24167063814","22090634563","21069901067","9485307341","5803316007","1167130794","13336921694","22290167302","25113236420","54964452732","18127696321","62312576317","66229663622","588208377","30867380360","40164846906","21920287265","23009836236","11993783281","522736","172804","118519","106931","100894","97411","98981","92461","80343","35391","88919","110038","128548","232488","100156","388271","295074","11285","196507","195315","108871","113489","57910"
"20232","11","서울시","CS200019","PC방","110992409556","21157542","70687344133","40305065423","13816051625","13253642280","13073257114","13677769543","16866623571","20780824840","19524240583","15883493331","6446496305","13342355372","19680669735","33830843645","21808551168","89576946250","21335254034","8016565639","52476245167","30814635318","9287745145","8252021322","2064987692","13604939","7552603","2664714","2553383","2503053","2624714","3259075","3881866","3670737","2880237","1144503","2470703","3994376","6574822","4092901","16868700","4282860","2150994","10167657","5261039","1696180","1518169","357527"
"20232","11","서울시","CS200017","골프연습장","75126385842","1616747","51131581044","23994804798","11514260795","10196993749","9869809028","9452913773","10097603699","12059896994","11934907804","3027057862","7426538703","11591883017","14483489062","25385197331","13212219867","50142739028","16963999593","21587360","2649451396","12692282360","20162863608","21170710450","10409972139","1026133","590614","215921","199066","198976","195851","216319","294967","295647","60400","150765","281381","327298","504826","292077","1204049","302619","907","56504","274970","445878","503904","224505"
"20232","11","서울시","CS200016","당구장","37334630718","1650627","26290241649","11044389069","5037316824","5251440278","5010656098","5656609201","5334219248","6100237311","4944151758","2410202461","1750273745","3143842842","5937294148","15375194101","8717823421","27321537108","8591181136","337269801","4449435035","6351197069","7359431458","10449845328","6965271815","1093378","557249","206829","208725","209352","217576","250896","305154","252095","108545","17531","96047","264140","688982","475382","1429133","189260","32991","171269","179662","300337","534341","399801"
"20232","11","서울시","CS200008","한의원","247153452423","6838872","200919233403","46234219020","48156244402","39142014464","38013743566","34772838505","40834392466","42106106142","4128112878","19975859","31789729330","86850989230","72487744100","55427322831","577691073","90403596839","154696017175","197962161","15277053309","37484312325","55969293139","61068738340","75101357614","5821057","1017815","1338782","1069450","1154145","1028317","1230363","887463","130352","491","1163843","2231012","1940785","1495567","7174","2967363","3853498","9726","329206","838429","1185554","1513229","2944544"
"20232","11","서울시","CS200007","치과의원","653089266102","4430557","575839040073","77250226029","121166365603","122549666351","115388159949","97687896499","119046951671","73942270957","3307955072","141851","88377659814","219522310047","211386184436","132614316335","1188653619","330354308478","319465448910","674768621","43945693226","87994098086","135024219348","170076594217","212104383565","3856152","574405","855027","802549","771731","642160","784685","553160","21245","28","793782","1312626","1507410","813769","2942","2187440","2235172","11443","390519","704459","1015250","1011698","1289246"
"20232","11","서울시","CS200006","일반의원","1775974224344","49783197","1514633253681","261340970663","338586375745","290842423506","267645301590","285809427197","331749725643","250454652529","10886318134","290982660","394063675612","551451461267","524285777703","304009028819","1873298283","671360418002","1100624500248","4384298665","207512113760","389275993425","419628412347","388135829721","363050453995","43160809","6622388","10338922","8187418","7855319","8069752","8709398","6188545","433843","1174","13231396","13311441","15392294","7806815","40077","22397843","27357203","347830","4196628","9459979","12005812","10258162","13486637"
"20232","11","서울시","CS200005","스포츠 강습","128066012021","569289","117574405799","10491606222","27089082122","23261758526","23530451403","22651250292","21041863456","7587046673","2904559549","389646699","10911901416","20055050090","28477815509","57089404437","11142193870","46925005309","77259132927","207095107","14328750342","32568109639","52562229755","17666263902","6854902824","487241","82048","111589","93601","98089","91887","92075","48599","33449","7519","45704","80517","146340","237086","52123","248060","309447","4669","56881","134181","262124","71369","28320"
"20232","11","서울시","CS200003","예술학원","144133335074","671388","121898440316","22234894758","24659358666","25220661329","24551488464","25457152387","22009779470","16737710655","5497184103","382987141","8500868936","20369706960","52501686148","53508862682","8869223207","58176817873","84732031883","392269871","7401732295","23693218673","79739355026","26687653849","4994620027","592201","79187","124503","122643","117450","124858","102747","60522","18665","1865","38288","97409","266772","235881","31173","262371","404933","3090","37799","131483","394604","81068","19260"
"20232","11","서울시","CS200002","외국어학원","87885009150","219036","81335948589","6549060561","16390213164","16692469391","16229869379","14926934275","17096462380","4278199031","2270861530","588899617","18463948402","16283297234","25204044641","22572037366","4772781890","38367581661","48594588844","86640545","1984150269","19675203171","52278737682","9866803266","3069073350","196108","22928","41245","41889","37023","37753","38198","15668","7260","1916","34996","36650","63110","69114","13250","88347","128858","724","9731","36269","135502","27669","7300"
"20232","11","서울시","CS200001","일반교습학원","887880356282","2769310","709692741453","178187614829","153223476516","141970742515","137943052662","141297124331","135258345429","111588569216","66599045613","6124655840","72677267661","119830924111","246574618911","361145997945","81526891814","381040902079","502371602157","908230093","6137081252","51341825710","561312930253","242926135404","20783497476","2187209","582101","486482","424245","420339","446101","410042","358789","223312","21145","234077","398931","789941","1085928","239288","1156940","1603584","8000","28112","189502","1780825","692509","61535"
"20232","11","서울시","CS100010","커피-음료","763682071752","99279214","568421360925","195260710827","104608945745","110445538509","115826513533","115233902309","122306460829","105788841970","89471868857","4022945400","109401592069","266780921636","189114471715","160116381337","34245759595","300607687339","374793085879","11408782883","168936014466","194249583884","142354586425","105316946625","53135039863","76221780","23057434","14593172","14970390","15543147","15315128","15799943","12408837","10648597","299494","21168807","32919238","23154559","18466886","3270230","42612993","50838983","1912297","24949778","27701153","18868954","13928206","6091594"
