"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20252","R","전통시장","3130185","망원월드컵시장","474","286","188","0","59","89","101","146","79","0","33","67","72","68","46","0","26","22","29","78","33"
"20252","R","전통시장","3130184","마포농수산물시장","135","60","75","0","10","26","38","44","17","0","3","13","17","17","10","0","7","13","21","27","7"
"20252","R","전통시장","3130183","상암동상점가","928","577","351","0","194","347","257","104","26","0","86","218","171","76","26","0","108","129","86","28","0"
"20252","R","전통시장","3130182","영천시장","352","190","162","0","23","56","96","129","48","0","4","25","55","75","31","0","19","31","41","54","17"
"20252","R","전통시장","3130181","아현가구거리상점가","271","202","69","0","26","63","76","78","28","0","10","47","60","61","24","0","16","16","16","17","4"
"20252","R","전통시장","3130180","포방터시장","979","184","795","0","26","70","270","476","137","0","7","23","48","56","50","0","19","47","222","420","87"
"20252","R","전통시장","3130179","이화여대 3,5,7길 상점가","173","91","82","0","25","51","46","38","13","0","7","22","23","26","13","0","18","29","23","12","0"
"20252","R","전통시장","3130178","이대 앞 스타트업 상점가","19","10","9","0","2","6","6","4","1","0","0","3","3","3","1","0","2","3","3","1","0"
"20252","R","전통시장","3130177","인왕시장(홍제골목형상점가)","131","64","67","0","6","12","27","38","48","0","0","4","11","20","29","0","6","8","16","18","19"
"20252","R","전통시장","3130176","유진상가","892","170","722","0","25","64","246","431","126","0","8","20","45","51","46","0","17","44","201","380","80"
"20252","R","전통시장","3130175","신촌 상인회(신촌상점가)","55","29","26","0","8","16","14","12","5","0","3","7","7","8","4","0","5","9","7","4","1"
"20252","R","전통시장","3130174","연희사러가","47","31","16","0","7","12","10","14","4","0","4","8","6","10","3","0","3","4","4","4","1"
"20252","R","전통시장","3130173","백련시장","14","7","7","0","1","3","4","5","1","0","0","1","2","3","1","0","1","2","2","2","0"
"20252","R","전통시장","3130172","모래내시장(서중시장)","802","483","319","0","56","102","141","202","301","0","37","69","89","108","180","0","19","33","52","94","121"
"20252","R","전통시장","3130171","불광먹자골목 골목형상점가","469","200","269","0","63","113","130","110","53","0","23","48","55","47","27","0","40","65","75","63","26"
"20252","R","전통시장","3130170","제일시장","298","148","150","0","28","66","86","73","45","0","7","33","41","32","35","0","21","33","45","41","10"
"20252","R","전통시장","3130169","대조시장","191","95","96","0","14","44","56","48","29","0","2","22","26","22","23","0","12","22","30","26","6"
"20252","R","전통시장","3130168","연서시장","691","330","361","0","22","96","116","153","304","0","4","49","47","62","168","0","18","47","69","91","136"
"20252","R","전통시장","3130167","연신내상점가(연빛거리)","1492","761","731","0","207","336","378","368","203","0","77","177","185","177","145","0","130","159","193","191","58"
"20252","R","전통시장","3130166","응암시장(신응암시장)","76","51","25","0","9","9","18","23","17","0","5","5","11","14","16","0","4","4","7","9","1"
"20252","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","199","96","103","0","10","52","64","51","22","0","1","26","29","22","18","0","9","26","35","29","4"
"20252","R","전통시장","3130164","역촌중앙시장","34","17","17","0","3","7","9","9","6","0","1","4","4","4","4","0","2","3","5","5","2"
"20252","R","전통시장","3130163","응암오거리상점가","266","128","138","0","14","66","86","71","29","0","0","33","39","32","24","0","14","33","47","39","5"
"20252","R","전통시장","3130162","증산골목시장","77","50","27","0","10","21","21","18","7","0","4","14","14","12","6","0","6","7","7","6","1"
"20252","R","전통시장","3130161","증산종합시장","65","43","22","0","8","18","18","15","6","0","4","12","12","10","5","0","4","6","6","5","1"
"20252","R","전통시장","3130160","수일시장","125","81","44","0","16","34","30","25","20","0","8","22","19","16","16","0","8","12","11","9","4"
"20252","R","전통시장","3130159","공릉동 도깨비시장","818","443","375","0","87","122","181","225","203","0","39","67","90","116","131","0","48","55","91","109","72"
"20252","R","전통시장","3130158","상계역전종합상가","386","193","193","0","3","20","69","112","182","0","0","13","29","49","102","0","3","7","40","63","80"
"20252","R","전통시장","3130157","상계중앙시장","224","111","113","0","6","18","49","66","85","0","0","12","21","29","49","0","6","6","28","37","36"
"20252","R","전통시장","3130156","시영2단지 무지개종합상가(중계 무지개2단지아파트상가)","47","26","21","0","6","12","12","12","5","0","4","7","6","6","3","0","2","5","6","6","2"
"20252","R","전통시장","3130155","시영B상가(중계 그린아파트 B 상가)","48","26","22","0","7","12","12","12","5","0","4","7","6","6","3","0","3","5","6","6","2"
"20252","R","전통시장","3130154","상계주공1단지(가)상가","45","20","25","0","7","11","11","11","5","0","2","4","5","6","3","0","5","7","6","5","2"
"20252","R","전통시장","3130153","창동역상점가","694","437","257","0","73","132","172","193","124","0","30","70","102","131","104","0","43","62","70","62","20"
"20252","R","전통시장","3130152","오!도봉거리 상점가","64","43","21","0","0","6","11","17","30","0","0","3","6","11","23","0","0","3","5","6","7"
"20252","R","전통시장","3130151","신도봉시장","28","20","8","0","0","2","7","11","8","0","0","1","4","8","7","0","0","1","3","3","1"
"20252","R","전통시장","3130150","창동골목시장","101","56","45","0","0","20","44","34","3","0","0","13","26","14","3","0","0","7","18","20","0"
"20252","R","전통시장","3130149","창동신창시장","355","208","147","0","40","82","101","87","45","0","17","51","56","44","40","0","23","31","45","43","5"
"20252","R","전통시장","3130148","방학동도깨비시장","107","48","59","0","0","24","27","24","32","0","0","12","12","12","12","0","0","12","15","12","20"
"20252","R","전통시장","3130147","쌍문역동측상점가","403","182","221","0","53","83","110","111","46","0","18","33","48","52","31","0","35","50","62","59","15"
"20252","R","전통시장","3130146","쌍문시장(쌍문역골목시장)","529","238","291","0","115","124","138","129","23","0","17","55","71","74","21","0","98","69","67","55","2"
"20252","R","전통시장","3130145","쌍문역둘리상점가","172","76","96","0","39","41","43","41","8","0","6","19","22","22","7","0","33","22","21","19","1"
"20252","R","전통시장","3130144","백운시장","36","17","19","0","3","5","11","11","6","0","0","1","4","6","6","0","3","4","7","5","0"
"20252","R","전통시장","3130143","방천골목시장","41","21","20","0","1","5","14","13","8","0","0","2","6","6","7","0","1","3","8","7","1"
"20252","R","전통시장","3130142","강북북부시장","15","10","5","0","2","3","3","4","3","0","1","2","2","3","2","0","1","1","1","1","1"
"20252","R","전통시장","3130141","강북북부골목시장","43","29","14","0","2","9","9","14","9","0","0","6","6","11","6","0","2","3","3","3","3"
"20252","R","전통시장","3130140","숭인시장","62","35","27","0","0","4","11","21","26","0","0","1","4","14","16","0","0","3","7","7","10"
"20252","R","전통시장","3130139","강북종합전통시장(강북종합골목시장)","278","144","134","0","16","73","79","77","33","0","3","31","37","47","26","0","13","42","42","30","7"
"20252","R","전통시장","3130138","수유프라자","20","9","11","0","1","3","6","7","3","0","0","1","2","3","3","0","1","2","4","4","0"
"20252","R","전통시장","3130137","수유전통시장(수유시장, 수유골목시장)","156","70","86","0","8","24","46","54","24","0","0","7","17","24","22","0","8","17","29","30","2"
"20252","R","전통시장","3130136","수유재래시장","56","25","31","0","3","9","16","20","8","0","0","3","6","9","7","0","3","6","10","11","1"
"20252","R","전통시장","3130135","수유중앙골목시장(수유중앙시장)","104","54","50","0","6","27","28","32","11","0","0","12","13","20","9","0","6","15","15","12","2"
"20252","R","전통시장","3130134","솔샘시장(미아6,7동골목시장)","194","104","90","0","33","55","65","30","11","0","11","31","36","15","11","0","22","24","29","15","0"
"20252","R","전통시장","3130133","우이골목시장(우이시장)","232","126","106","0","1","2","44","79","106","0","0","1","30","54","41","0","1","1","14","25","65"
"20252","R","전통시장","3130132","삼양골목시장(삼양시장)","65","48","17","0","2","5","17","20","21","0","0","2","9","17","20","0","2","3","8","3","1"
"20252","R","전통시장","3130131","동북프라자","20","15","5","0","1","2","5","6","6","0","0","1","3","5","6","0","1","1","2","1","0"
"20252","R","전통시장","3130130","수유북부골목시장","16","10","6","0","1","3","5","5","2","0","0","2","3","3","2","0","1","1","2","2","0"
"20252","R","전통시장","3130129","장미원골목시장","210","134","76","0","10","26","44","61","69","0","1","14","28","40","51","0","9","12","16","21","18"
"20252","R","전통시장","3130128","돌곶이시장(석관황금시장)","79","63","16","0","0","6","12","17","44","0","0","5","7","12","39","0","0","1","5","5","5"
"20252","R","전통시장","3130127","석관시장","23","18","5","0","0","3","3","5","12","0","0","2","2","4","10","0","0","1","1","1","2"
"20252","R","전통시장","3130126","새석관시장","41","30","11","0","1","5","7","9","19","0","0","4","4","6","16","0","1","1","3","3","3"
"20252","R","전통시장","3130125","장위전통시장","106","76","30","0","1","16","30","31","28","0","0","8","19","22","27","0","1","8","11","9","1"
"20252","R","전통시장","3130124","번동시장","31","19","12","0","4","6","7","8","6","0","1","3","4","5","6","0","3","3","3","3","0"
"20252","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","44","25","19","0","7","9","12","10","6","0","3","6","6","5","5","0","4","3","6","5","1"
"20252","R","전통시장","3130122","밤나무골시장","31","20","11","0","1","2","8","5","15","0","0","1","4","4","11","0","1","1","4","1","4"
"20252","R","전통시장","3130121","길음시장","430","210","220","28","151","106","72","47","26","11","65","56","36","22","20","17","86","50","36","25","6"
"20252","R","전통시장","3130120","돈암시장(돈암제일시장)","319","162","157","0","30","78","100","80","31","0","9","34","48","52","19","0","21","44","52","28","12"
"20252","R","전통시장","3130119","정릉아리랑시장","159","68","91","0","22","41","44","37","15","0","0","17","18","18","15","0","22","24","26","19","0"
"20252","R","전통시장","3130118","정릉골 골목형상점가","179","111","68","0","10","28","44","59","38","0","1","14","28","41","27","0","9","14","16","18","11"
