"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권배후지_코드","상권배후지_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20212","A","골목상권","3110620","목동보건지소","32748","16155","16593","6084","4957","3963","5642","5948","6154","3295","2683","1965","2535","2906","2771","2789","2274","1998","3107","3042","3383","12475","0","12475"
"20212","A","골목상권","3110619","목4동주민센터","13881","6685","7196","2621","2030","1658","2516","2519","2537","1257","1021","827","1170","1242","1168","1364","1009","831","1346","1277","1369","5442","0","5442"
"20212","A","골목상권","3110618","강서고등학교","25487","12411","13076","4022","4073","3430","4129","4601","5232","2109","2131","1693","1907","2217","2354","1913","1942","1737","2222","2384","2878","10669","0","10669"
"20212","A","골목상권","3110617","등촌역 4번","19823","9474","10349","2532","3091","3350","2769","3286","4795","1343","1514","1669","1324","1484","2140","1189","1577","1681","1445","1802","2655","8740","0","8740"
"20212","A","골목상권","3110616","양목초등학교","7053","3285","3768","1147","1098","966","1175","1196","1471","561","498","470","538","561","657","586","600","496","637","635","814","3040","0","3040"
"20212","A","골목상권","3110615","신서초등학교","8432","4086","4346","1813","1027","981","1663","1346","1602","936","492","437","813","682","726","877","535","544","850","664","876","3222","0","3222"
"20212","A","골목상권","3110614","목동로데오거리","11454","5657","5797","1241","1732","1844","1748","1822","3067","633","884","972","899","877","1392","608","848","872","849","945","1675","5570","0","5570"
"20212","A","골목상권","3110613","신정네거리역 4번","10517","5218","5299","2411","1108","1144","2138","1686","2030","1260","573","532","1041","881","931","1151","535","612","1097","805","1099","3961","0","3961"
"20212","A","골목상권","3110612","신정역 5번","24109","11915","12194","3134","3689","3461","3893","3899","6033","1632","1758","1842","1956","1942","2785","1502","1931","1619","1937","1957","3248","11550","0","11550"
"20212","A","골목상권","3110611","신정역 1번","22582","11298","11284","2692","3365","3494","3580","3559","5892","1403","1691","1912","1844","1742","2706","1289","1674","1582","1736","1817","3186","10835","0","10835"
"20212","A","골목상권","3110610","계남근린공원","10466","5293","5173","1406","1290","1423","1602","1801","2944","721","745","746","841","873","1367","685","545","677","761","928","1577","4610","0","4610"
"20212","A","골목상권","3110609","신정네거리역 2번","12887","6269","6618","1774","1870","1717","2003","2129","3394","900","915","871","977","1048","1558","874","955","846","1026","1081","1836","5591","0","5591"
"20212","A","골목상권","3110608","신월2동주민센터","24463","12046","12417","3482","3129","3534","3796","3793","6729","1779","1570","1830","1948","1841","3078","1703","1559","1704","1848","1952","3651","10377","0","10377"
"20212","A","골목상권","3110607","금빛새마을금고본점","15293","7499","7794","2535","1907","2389","2420","2415","3627","1288","973","1183","1230","1147","1678","1247","934","1206","1190","1268","1949","5824","0","5824"
"20212","A","골목상권","3110606","신한은행 신월동지점","22433","10966","11467","3607","2841","3256","3474","3591","5664","1839","1426","1629","1740","1748","2584","1768","1415","1627","1734","1843","3080","8720","0","8720"
"20212","A","골목상권","3110605","목동센트럴아이파크앞","14292","6989","7303","2705","1782","2292","2264","2286","2963","1363","894","1149","1111","1120","1352","1342","888","1143","1153","1166","1611","5375","0","5375"
"20212","A","골목상권","3110604","신월4동주민센터","22093","10927","11166","3496","2626","3019","3621","3437","5894","1812","1393","1518","1887","1674","2643","1684","1233","1501","1734","1763","3251","8781","0","8781"
"20212","A","골목상권","3110603","지향초등학교","15253","7408","7845","3210","1861","1898","2749","2535","3000","1590","957","927","1308","1270","1356","1620","904","971","1441","1265","1644","5396","0","5396"
"20212","A","골목상권","3110602","신월시영아파트중문","12989","6297","6692","1759","1703","1705","1904","2242","3676","905","865","862","950","1105","1610","854","838","843","954","1137","2066","5474","0","5474"
"20212","A","골목상권","3110601","신월1동우편취급국","21304","10780","10524","2595","2951","3331","3270","3539","5618","1337","1494","1785","1737","1799","2628","1258","1457","1546","1533","1740","2990","10063","0","10063"
"20212","A","골목상권","3110600","신월7동주민센터","18580","9078","9502","2480","2435","2359","2888","3109","5309","1291","1251","1204","1497","1541","2294","1189","1184","1155","1391","1568","3015","8034","0","8034"
"20212","A","골목상권","3110599","신월1파출소","16353","8271","8082","1900","2132","2156","2357","3017","4791","982","1123","1152","1212","1551","2251","918","1009","1004","1145","1466","2540","7885","0","7885"
"20212","A","골목상권","3110598","신월문화체육센터","17823","8692","9131","2055","2335","2291","2578","3127","5437","1039","1220","1198","1348","1516","2371","1016","1115","1093","1230","1611","3066","8055","0","8055"
"20212","A","골목상권","3110597","신월1동주민센터","22634","11463","11171","2520","3009","3033","3332","4087","6653","1282","1547","1643","1754","2089","3148","1238","1462","1390","1578","1998","3505","11135","0","11135"
"20212","A","골목상권","3110596","서서울호수공원","16004","8197","7807","1901","2065","2106","2314","3036","4582","1025","1049","1102","1247","1576","2198","876","1016","1004","1067","1460","2384","7711","0","7711"
"20212","A","골목상권","3110595","메디힐병원","18148","9090","9058","2146","2564","2508","2669","3190","5071","1096","1296","1365","1360","1579","2394","1050","1268","1143","1309","1611","2677","8606","0","8606"
"20212","A","골목상권","3110594","신월중학교","11235","5614","5621","2208","1584","1587","1722","1740","2394","1144","847","805","839","839","1140","1064","737","782","883","901","1254","4285","0","4285"
"20212","A","골목상권","3110593","신월3동주민센터","15251","8045","7206","1620","1847","1831","2205","3038","4710","867","940","1030","1233","1670","2305","753","907","801","972","1368","2405","8131","0","8131"
"20212","A","골목상권","3110592","서울금융고등학교","8039","4169","3870","885","1056","1018","1135","1549","2396","474","533","583","607","823","1149","411","523","435","528","726","1247","4033","0","4033"
"20212","A","골목상권","3110591","충정로역 6번","11500","5674","5826","1034","1684","1599","1567","2049","3567","535","871","823","832","1037","1576","499","813","776","735","1012","1991","5893","0","5893"
"20212","A","골목상권","3110590","만리재","12890","6210","6680","1353","2284","1807","1947","2348","3151","720","1046","946","960","1161","1377","633","1238","861","987","1187","1774","6708","0","6708"
"20212","A","골목상권","3110589","애오개역 3번","17248","8316","8932","2452","2449","2964","2640","2970","3773","1270","1189","1451","1334","1418","1654","1182","1260","1513","1306","1552","2119","7740","0","7740"
"20212","A","골목상권","3110588","한겨레신문사","14403","6771","7632","1610","2630","2273","2174","2384","3332","824","1107","1144","1055","1181","1460","786","1523","1129","1119","1203","1872","7579","0","7579"
"20212","A","골목상권","3110587","공덕동주민센터","18329","8617","9712","2109","3335","3132","2746","2997","4010","1069","1394","1553","1355","1482","1764","1040","1941","1579","1391","1515","2246","9596","0","9596"
"20212","A","골목상권","3110586","서울서부지방법원","21664","9997","11667","2971","3697","4228","3377","3247","4144","1500","1451","1914","1665","1630","1837","1471","2246","2314","1712","1617","2307","10947","0","10947"
"20212","A","골목상권","3110585","마포경찰서","15580","7288","8292","2780","1997","3407","2615","2228","2553","1361","851","1525","1347","1060","1144","1419","1146","1882","1268","1168","1409","6555","0","6555"
"20212","A","골목상권","3110584","아현역 4번","8049","3850","4199","1375","1112","1568","1285","1256","1453","722","473","739","666","605","645","653","639","829","619","651","808","3484","0","3484"
"20212","A","골목상권","3110583","공덕래미안3차아파트","10330","4799","5531","1529","1284","2293","1660","1441","2123","776","541","1069","825","695","893","753","743","1224","835","746","1230","4762","0","4762"
"20212","A","골목상권","3110582","이대역 5번","7787","3336","4451","779","2576","1316","910","988","1218","388","825","640","456","492","535","391","1751","676","454","496","683","4875","0","4875"
"20212","A","골목상권","3110581","염리초등학교","6224","2886","3338","1306","663","1116","1323","794","1022","632","291","465","647","394","457","674","372","651","676","400","565","2603","0","2603"
"20212","A","골목상권","3110580","양원초등학교","7143","3326","3817","839","1682","1278","955","1040","1349","432","673","648","472","527","574","407","1009","630","483","513","775","3934","0","3934"
"20212","A","골목상권","3110579","마포역 4번","7289","3454","3835","1010","967","1622","1197","1053","1440","537","462","757","554","499","645","473","505","865","643","554","795","3457","0","3457"
"20212","A","골목상권","3110578","대흥역 2번","14150","6859","7291","2531","1932","2050","2610","2127","2900","1288","980","978","1283","1081","1249","1243","952","1072","1327","1046","1651","6350","0","6350"
"20212","A","골목상권","3110577","용강동주민센터","15481","7315","8166","3630","1413","2410","3359","2003","2666","1745","666","1058","1666","983","1197","1885","747","1352","1693","1020","1469","5827","0","5827"
"20212","A","골목상권","3110576","대흥역 3번","15606","7505","8101","2842","2005","2215","2835","2287","3422","1422","991","1037","1410","1137","1508","1420","1014","1178","1425","1150","1914","6829","0","6829"
"20212","A","골목상권","3110575","대흥동주민센터","10137","4442","5695","813","3360","1767","1204","1204","1789","405","1217","883","583","607","747","408","2143","884","621","597","1042","6819","0","6819"
"20212","A","골목상권","3110574","서강대학교","4324","2225","2099","639","957","555","755","635","783","350","550","283","367","328","347","289","407","272","388","307","436","2196","0","2196"
"20212","A","골목상권","3110573","신촌역 6번","3475","1780","1695","183","1012","586","468","396","830","100","521","326","247","226","360","83","491","260","221","170","470","2454","0","2454"
"20212","A","골목상권","3110572","서강대역 1번","20213","9968","10245","2809","4096","3301","3215","3047","3745","1490","2095","1614","1540","1552","1677","1319","2001","1687","1675","1495","2068","9847","0","9847"
"20212","A","골목상권","3110571","신수동주민센터","15341","7401","7940","2293","2276","2324","2662","2348","3438","1189","1132","1126","1253","1182","1519","1104","1144","1198","1409","1166","1919","7022","0","7022"
"20212","A","골목상권","3110570","KB국민은행 서강지점","8317","3987","4330","1380","1021","1377","1492","1292","1755","713","494","646","712","650","772","667","527","731","780","642","983","3590","0","3590"
"20212","A","골목상권","3110569","홍대땡땡거리","11457","5534","5923","1153","2921","2200","1532","1632","2019","606","1402","1091","749","806","880","547","1519","1109","783","826","1139","6475","0","6475"
"20212","A","골목상권","3110568","광흥창역 1번","12438","5937","6501","2261","1643","2034","2283","1917","2300","1159","773","961","1069","940","1035","1102","870","1073","1214","977","1265","5008","0","5008"
"20212","A","골목상권","3110567","광흥창역 6번","8611","4045","4566","1744","1065","1330","1753","1252","1467","892","483","580","831","606","653","852","582","750","922","646","814","3468","0","3468"
"20212","A","골목상권","3110566","경의선책거리","11060","5330","5730","850","3356","2172","1444","1356","1882","447","1609","1125","699","647","803","403","1747","1047","745","709","1079","7053","0","7053"
"20212","A","골목상권","3110565","홍익대","6029","2949","3080","596","1695","930","781","934","1093","295","860","497","382","441","474","301","835","433","399","493","619","3429","0","3429"
"20212","A","골목상권","3110564","홍대입구역 3번","6793","3278","3515","799","1592","1426","923","773","1280","450","737","708","477","362","544","349","855","718","446","411","736","4048","0","4048"
"20212","A","골목상권","3110563","상수역 3번","7695","3659","4036","990","1560","1425","1254","1047","1419","529","721","654","619","484","652","461","839","771","635","563","767","3824","0","3824"
"20212","A","골목상권","3110562","연트럴파크(연남동주민센터)","12164","5749","6415","1078","2540","2475","1783","1568","2720","567","1179","1212","877","746","1168","511","1361","1263","906","822","1552","6976","0","6976"
"20212","A","골목상권","3110561","상수역 4번","6501","3016","3485","529","1608","1336","893","798","1337","237","704","659","450","382","584","292","904","677","443","416","753","3823","0","3823"
"20212","A","골목상권","3110560","마포FM","8485","3975","4510","844","1742","1677","1421","1116","1685","425","828","778","688","523","733","419","914","899","733","593","952","4768","0","4768"
"20212","A","골목상권","3110559","성산중학교","7625","3591","4034","574","1554","1656","1056","1010","1775","281","727","820","536","473","754","293","827","836","520","537","1021","4405","0","4405"
"20212","A","골목상권","3110558","경성고등학교","19702","9323","10379","2270","3448","3550","3145","2915","4374","1145","1610","1745","1556","1343","1924","1125","1838","1805","1589","1572","2450","9748","0","9748"
"20212","A","골목상권","3110557","홍대부속여중고앞","11466","5288","6178","1170","2101","2181","2028","1601","2385","573","944","1013","958","761","1039","597","1157","1168","1070","840","1346","6410","0","6410"
"20212","A","골목상권","3110556","절두산순교성지","2944","1402","1542","230","526","593","431","394","770","124","260","293","224","181","320","106","266","300","207","213","450","1609","0","1609"
"20212","A","골목상권","3110555","홍익지구대","8382","3798","4584","760","1780","1694","1257","1107","1784","368","751","748","625","532","774","392","1029","946","632","575","1010","4865","0","4865"
"20212","A","골목상권","3110554","망원역 1번","14360","6564","7796","1441","2771","2901","2357","1872","3018","715","1177","1322","1131","906","1313","726","1594","1579","1226","966","1705","7955","0","7955"
"20212","A","골목상권","3110553","가좌역 2번","14853","7158","7695","2132","2384","2253","2351","2414","3319","1134","1080","1109","1171","1187","1477","998","1304","1144","1180","1227","1842","6575","0","6575"
"20212","A","골목상권","3110552","성미산체육관","12019","5674","6345","1536","1921","2028","1991","1856","2687","775","898","988","964","872","1177","761","1023","1040","1027","984","1510","5704","0","5704"
"20212","A","골목상권","3110551","성서초등학교","13469","6256","7213","1842","2155","2319","2404","1954","2795","901","999","1075","1119","957","1205","941","1156","1244","1285","997","1590","6430","0","6430"
"20212","A","골목상권","3110550","합정역 8번","19837","9153","10684","2348","3882","4062","2978","2564","4003","1186","1706","1868","1421","1230","1742","1162","2176","2194","1557","1334","2261","10433","0","10433"
"20212","A","골목상권","3110549","새터산","16931","7849","9082","2033","3212","2948","2575","2515","3648","1070","1299","1355","1257","1241","1627","963","1913","1593","1318","1274","2021","8684","0","8684"
"20212","A","골목상권","3110548","마포구청역 4번","15813","7027","8786","1829","3281","3031","2500","2122","3050","909","1223","1340","1181","1049","1325","920","2058","1691","1319","1073","1725","8570","0","8570"
"20212","A","골목상권","3110547","KB국민은행 망원동지점","14914","6980","7934","1811","2567","2512","2456","2194","3374","911","1154","1190","1193","1082","1450","900","1413","1322","1263","1112","1924","7365","0","7365"
"20212","A","골목상권","3110546","양화대교북단","9164","4297","4867","1059","1600","1956","1446","1219","1884","516","717","932","707","592","833","543","883","1024","739","627","1051","4601","0","4601"
"20212","A","골목상권","3110545","마포구청역 1번","14100","5933","8167","1602","3322","2966","2123","1738","2349","801","1032","1222","1014","845","1019","801","2290","1744","1109","893","1330","8107","0","8107"
"20212","A","골목상권","3110544","망리단길","35557","16581","18976","4221","6129","6710","5714","4925","7858","2061","2804","3155","2774","2415","3372","2160","3325","3555","2940","2510","4486","17906","0","17906"
"20212","A","골목상권","3110543","중암중학교","5854","2783","3071","1165","709","932","1068","907","1073","583","351","437","493","455","464","582","358","495","575","452","609","2313","0","2313"
"20212","A","골목상권","3110542","마포구청역 7번","20442","9399","11043","2553","3120","3096","3340","2896","5437","1297","1370","1468","1686","1411","2167","1256","1750","1628","1654","1485","3270","9878","0","9878"
"20212","A","골목상권","3110541","동교초등학교","21490","10091","11399","2952","3439","3499","3577","3228","4795","1435","1595","1678","1741","1603","2039","1517","1844","1821","1836","1625","2756","9934","0","9934"
"20212","A","골목상권","3110540","망원나들목체육관","11184","5347","5837","1539","1654","2036","1884","1659","2412","762","784","978","932","824","1067","777","870","1058","952","835","1345","5126","0","5126"
"20212","A","골목상권","3110539","미근동","4668","2190","2478","595","742","1042","884","599","806","273","316","483","433","302","383","322","426","559","451","297","423","2634","0","2634"
"20212","A","골목상권","3110538","충정로역 3번","5251","2471","2780","538","1016","1136","841","677","1043","258","420","507","421","360","505","280","596","629","420","317","538","3028","0","3028"
"20212","A","골목상권","3110537","충정로현대아파트","5745","2739","3006","647","1189","983","830","799","1297","317","527","464","434","408","589","330","662","519","396","391","708","3138","0","3138"
"20212","A","골목상권","3110536","돈의문센트레빌아파트입구","6734","3285","3449","1134","912","954","1118","1127","1489","571","417","459","550","600","688","563","495","495","568","527","801","3144","0","3144"
"20212","A","골목상권","3110535","영천시장입구","14788","6942","7846","2390","1896","2144","2472","2423","3463","1162","883","1034","1184","1210","1469","1228","1013","1110","1288","1213","1994","6593","0","6593"
"20212","A","골목상권","3110534","경기대학교","12202","5838","6364","1641","2019","1840","1794","1979","2929","804","956","939","885","973","1281","837","1063","901","909","1006","1648","5854","0","5854"
"20212","A","골목상권","3110533","충정로역 7번","10786","5325","5461","940","1882","1431","1472","1948","3113","481","947","744","773","1020","1360","459","935","687","699","928","1753","5847","0","5847"
"20212","A","골목상권","3110532","아현역 2번","11154","5542","5612","1307","1645","1620","1723","2000","2859","698","856","829","890","1037","1232","609","789","791","833","963","1627","5652","0","5652"
"20212","A","골목상권","3110531","홍지문","2504","1207","1297","297","392","326","313","402","774","144","191","170","157","198","347","153","201","156","156","204","427","1203","0","1203"
"20212","A","골목상권","3110530","아현역 1번","7511","3591","3920","1245","1058","1511","1209","1149","1339","641","449","725","623","561","592","604","609","786","586","588","747","3305","0","3305"
"20212","A","골목상권","3110529","홍제3동주민센터","15628","7567","8061","1866","2083","1932","2169","2742","4836","969","1046","992","1075","1379","2106","897","1037","940","1094","1363","2730","6965","0","6965"
"20212","A","골목상권","3110528","서울여자간호대학교","14134","6783","7351","1917","1898","1644","2004","2392","4279","997","955","845","958","1221","1807","920","943","799","1046","1171","2472","6239","0","6239"
"20212","A","골목상권","3110527","홍제역 2번","14726","7004","7722","1615","2091","1975","2028","2662","4355","821","1029","1006","990","1293","1865","794","1062","969","1038","1369","2490","6959","0","6959"
"20212","A","골목상권","3110526","봉원사","1918","791","1127","177","627","279","205","239","391","80","183","126","96","123","183","97","444","153","109","116","208","1231","0","1231"
"20212","A","골목상권","3110525","홍은종합사회복지관","13379","6337","7042","2136","1678","1728","2000","2161","3676","1058","819","863","962","1064","1571","1078","859","865","1038","1097","2105","5391","0","5391"
"20212","A","골목상권","3110524","연희세브란스병원","584","236","348","54","235","94","55","52","94","27","73","41","28","26","41","27","162","53","27","26","53","397","0","397"
"20212","A","골목상권","3110523","홍제성원아파트","7349","3490","3859","1097","972","1202","1149","1212","1717","564","497","572","557","542","758","533","475","630","592","670","959","3040","0","3040"
"20212","A","골목상권","3110522","홍제역 3번","10142","4837","5305","1195","1398","1434","1513","1758","2844","625","673","706","742","840","1251","570","725","728","771","918","1593","4807","0","4807"
"20212","A","골목상권","3110521","홍제역 4번","8704","4135","4569","923","1208","1076","1179","1554","2764","468","586","544","586","730","1221","455","622","532","593","824","1543","4154","0","4154"
"20212","A","골목상권","3110520","경의중앙 신촌역","7447","3087","4360","341","2974","1230","747","787","1368","166","980","614","375","389","563","175","1994","616","372","398","805","5765","0","5765"
"20212","A","골목상권","3110519","서대문구보건소별관","11420","5365","6055","1676","1490","1390","1857","1910","3097","789","757","690","910","912","1307","887","733","700","947","998","1790","4752","0","4752"
"20212","A","골목상권","3110518","서대문구청","7023","3242","3781","1019","1109","936","1053","1177","1729","522","522","437","473","548","740","497","587","499","580","629","989","3089","0","3089"
"20212","A","골목상권","3110517","서대문소방서","6936","3219","3717","1041","1054","853","1092","1173","1723","541","493","403","471","538","773","500","561","450","621","635","950","3155","0","3155"
"20212","A","골목상권","3110516","정원여중","9570","4582","4988","1258","1269","1151","1548","1674","2670","602","657","607","776","810","1130","656","612","544","772","864","1540","4174","0","4174"
"20212","A","골목상권","3110515","홍은중학교","6392","3085","3307","790","882","810","902","1124","1884","415","477","401","444","527","821","375","405","409","458","597","1063","2732","0","2732"
"20212","A","골목상권","3110514","서대문우체국","11153","5597","5556","761","4121","2091","1218","1215","1747","408","2100","1132","619","594","744","353","2021","959","599","621","1003","7646","0","7646"
"20212","A","골목상권","3110513","연희파출소","6466","3009","3457","756","1324","1011","967","929","1479","368","632","478","428","431","672","388","692","533","539","498","807","3591","0","3591"
"20212","A","골목상권","3110512","연희지하차도","13070","6198","6872","1670","1815","1749","2078","2153","3605","856","901","863","998","1039","1541","814","914","886","1080","1114","2064","6225","0","6225"
"20212","A","골목상권","3110511","연희초등학교","11193","5673","5520","936","3771","1977","1320","1267","1922","482","2041","1054","643","607","846","454","1730","923","677","660","1076","7098","0","7098"
"20212","A","골목상권","3110510","홍연시장","9597","4619","4978","1241","1399","1460","1491","1450","2556","650","685","712","758","724","1090","591","714","748","733","726","1466","4516","0","4516"
"20212","A","골목상권","3110509","연희대우아파트앞","12580","6205","6375","1161","3772","2489","1540","1434","2184","653","1835","1318","789","684","926","508","1937","1171","751","750","1258","7998","0","7998"
"20212","A","골목상권","3110508","서연중학교","10401","4848","5553","1166","1837","1691","1533","1512","2662","555","868","832","722","700","1171","611","969","859","811","812","1491","5264","0","5264"
"20212","A","골목상권","3110507","명지대학교","20042","9663","10379","2791","3425","3004","3071","2930","4821","1428","1589","1514","1573","1454","2105","1363","1836","1490","1498","1476","2716","9737","0","9737"
"20212","A","골목상권","3110506","연희임광아파트","5864","2780","3084","465","1302","1221","862","706","1308","240","599","601","417","343","580","225","703","620","445","363","728","3400","0","3400"
"20212","A","골목상권","3110505","홍남교남측","7178","3520","3658","1048","937","1167","1107","1060","1859","536","482","591","576","529","806","512","455","576","531","531","1053","3279","0","3279"
"20212","A","골목상권","3110504","명지전문대","6019","2963","3056","1174","847","777","1088","895","1238","598","422","378","552","449","564","576","425","399","536","446","674","2501","0","2501"
"20212","A","골목상권","3110503","명지대학교교회","17291","8453","8838","2325","3548","2310","2511","2694","3903","1193","1750","1240","1237","1310","1723","1132","1798","1070","1274","1384","2180","8546","0","8546"
"20212","A","골목상권","3110502","남가좌파출소","19329","9322","10007","3306","2384","3121","3208","2726","4584","1675","1129","1518","1667","1338","1995","1631","1255","1603","1541","1388","2589","8516","0","8516"
"20212","A","골목상권","3110501","연희어린이공원","9362","4488","4874","1253","1530","1661","1467","1294","2157","624","713","790","754","621","986","629","817","871","713","673","1171","4518","0","4518"
"20212","A","골목상권","3110500","남가좌동현대아파트","15718","7572","8146","3156","1613","2626","2772","2157","3394","1583","804","1217","1453","1058","1457","1573","809","1409","1319","1099","1937","6231","0","6231"
"20212","A","골목상권","3110499","연가초등학교","25290","12480","12810","3601","4078","3337","3962","4157","6155","1906","2106","1739","1954","2035","2740","1695","1972","1598","2008","2122","3415","11409","0","11409"
"20212","A","골목상권","3110498","증산역 1번","17045","8351","8694","1815","2494","2329","2485","2859","5063","932","1258","1230","1239","1403","2289","883","1236","1099","1246","1456","2774","8308","0","8308"
"20212","A","골목상권","3110497","가좌역 3번","6575","3157","3418","1161","905","1079","1101","927","1402","594","394","524","575","454","616","567","511","555","526","473","786","2781","0","2781"
"20212","A","골목상권","3110496","모래내우체국","24171","11698","12473","3662","3182","3108","3946","3973","6300","1879","1592","1540","1951","1958","2778","1783","1590","1568","1995","2015","3522","10271","0","10271"
"20212","A","골목상권","3110495","북가좌2동주민센터","21510","10472","11038","2688","3071","2827","3289","3562","6073","1406","1511","1459","1626","1753","2717","1282","1560","1368","1663","1809","3356","9809","0","9809"
"20212","A","골목상권","3110494","증산3교남측","8094","3928","4166","1049","1115","1141","1206","1364","2219","543","580","571","598","648","988","506","535","570","608","716","1231","3545","0","3545"
"20212","A","골목상권","3110493","북가좌초등학교","9279","4477","4802","1474","1231","1291","1423","1573","2287","752","604","603","724","746","1048","722","627","688","699","827","1239","3669","0","3669"
"20212","A","골목상권","3110492","하나고등학교","2241","1109","1132","405","257","255","371","411","542","226","141","121","164","199","258","179","116","134","207","212","284","837","0","837"
"20212","A","골목상권","3110491","불광중학교","8177","3939","4238","1156","1032","1140","1311","1357","2181","622","527","580","642","633","935","534","505","560","669","724","1246","3662","0","3662"
"20212","A","골목상권","3110490","녹번동근린공원","19004","9065","9939","2309","2758","2869","2990","3041","5037","1148","1314","1456","1508","1460","2179","1161","1444","1413","1482","1581","2858","9130","0","9130"
"20212","A","골목상권","3110489","불광역 3번","8887","4273","4614","785","1497","1281","1266","1463","2595","401","731","662","651","702","1126","384","766","619","615","761","1469","4759","0","4759"
"20212","A","골목상권","3110488","우리은행응암동지점","17353","8258","9095","2619","2089","3075","2873","2689","4008","1311","992","1541","1420","1284","1710","1308","1097","1534","1453","1405","2298","7792","0","7792"
"20212","A","골목상권","3110487","불광역 8번","7709","3561","4148","630","1463","1205","1063","1256","2092","316","647","588","512","617","881","314","816","617","551","639","1211","4576","0","4576"
"20212","A","골목상권","3110486","은평구청","15192","7230","7962","1803","2103","2165","2426","2515","4180","903","1009","1108","1212","1195","1803","900","1094","1057","1214","1320","2377","7358","0","7358"
"20212","A","골목상권","3110485","연신내우체국","15140","7306","7834","1705","2240","1955","2171","2662","4407","921","1119","990","1100","1234","1942","784","1121","965","1071","1428","2465","7160","0","7160"
"20212","A","골목상권","3110484","역촌역 3번","22475","10721","11754","2395","3299","3411","3438","3560","6372","1194","1565","1766","1742","1719","2735","1201","1734","1645","1696","1841","3637","11452","0","11452"
"20212","A","골목상권","3110483","연천초등학교","12556","5992","6564","1250","1973","1732","1732","2131","3738","657","968","876","867","981","1643","593","1005","856","865","1150","2095","6280","0","6280"
"20212","A","골목상권","3110482","연신초등학교","9970","4852","5118","1128","1447","1309","1419","1823","2844","583","758","658","731","845","1277","545","689","651","688","978","1567","4758","0","4758"
"20212","A","골목상권","3110481","불광역 7번","15199","7052","8147","1622","2400","2266","2180","2440","4291","789","1109","1122","1068","1142","1822","833","1291","1144","1112","1298","2469","7537","0","7537"
"20212","A","골목상권","3110480","연신내역 3번","14244","6673","7571","1399","2627","2200","2029","2288","3701","716","1179","1086","1012","1056","1624","683","1448","1114","1017","1232","2077","7413","0","7413"
"20212","A","골목상권","3110479","연신내역 2번","18948","9110","9838","1835","2974","2618","2562","3218","5741","936","1469","1353","1303","1490","2559","899","1505","1265","1259","1728","3182","9627","0","9627"
"20212","A","골목상권","3110478","응암1동주민센터","16683","7966","8717","2449","2220","2272","2847","2672","4223","1267","1078","1131","1381","1316","1793","1182","1142","1141","1466","1356","2430","7577","0","7577"
"20212","A","골목상권","3110477","은평세무서","17535","8201","9334","2133","2532","2751","2757","2799","4563","1060","1143","1360","1363","1332","1943","1073","1389","1391","1394","1467","2620","8560","0","8560"
"20212","A","골목상권","3110476","역촌역 2번","9651","4595","5056","1054","1342","1421","1502","1514","2818","541","584","725","771","755","1219","513","758","696","731","759","1599","4875","0","4875"
"20212","A","골목상권","3110475","백련산해모로아파트","20245","9680","10565","3542","2543","3388","3653","2735","4384","1817","1212","1628","1811","1338","1874","1725","1331","1760","1842","1397","2510","8851","0","8851"
"20212","A","골목상권","3110474","세명컴퓨터고등학교","18319","8911","9408","1874","3057","2656","2529","3124","5079","949","1491","1408","1320","1431","2312","925","1566","1248","1209","1693","2767","9001","0","9001"
"20212","A","골목상권","3110473","구산역 1번","27750","12896","14854","3503","4177","3883","4416","4517","7254","1670","1924","1926","2153","2105","3118","1833","2253","1957","2263","2412","4136","13053","0","13053"
"20212","A","골목상권","3110472","연신내역 4번","19160","8938","10222","2056","3488","2869","2853","3067","4827","987","1583","1419","1411","1446","2092","1069","1905","1450","1442","1621","2735","9856","0","9856"
"20212","A","골목상권","3110471","응암동우체국","22088","10771","11317","3215","2643","3794","3667","3185","5584","1653","1328","1857","1928","1609","2396","1562","1315","1937","1739","1576","3188","10223","0","10223"
"20212","A","골목상권","3110470","신진과학기술고등학교","17894","8553","9341","2744","2542","3128","3126","2409","3945","1435","1164","1506","1562","1180","1706","1309","1378","1622","1564","1229","2239","8420","0","8420"
"20212","A","골목상권","3110469","응암정보도서관","29369","14426","14943","3352","4483","3871","4280","4946","8437","1759","2304","2048","2136","2478","3701","1593","2179","1823","2144","2468","4736","14309","0","14309"
"20212","A","골목상권","3110468","응암역 3번","34447","16084","18363","4197","5169","5293","5600","5494","8694","2123","2312","2548","2799","2594","3708","2074","2857","2745","2801","2900","4986","16556","0","16556"
"20212","A","골목상권","3110467","은평요양병원","13318","6406","6912","1342","2285","1975","1844","2182","3690","674","1095","1047","953","977","1660","668","1190","928","891","1205","2030","6676","0","6676"
